Current road restrictions
ID,Road,Name,District,Latitude,Longitude,RoadClass,Planned,SeverityOverride,Source,CreatedTime,LastUpdated,StartTime,EndTime,WorkPeriod,Expired,Signing,Notification,WorkEventType,Contractor,PermitType,Description,SpecialEvent,FromRoad,ToRoad,AtRoad,DirectionsAffected,Type,SubType,ScheduleMonday,ScheduleTuesday,ScheduleWednesday,ScheduleThursday,ScheduleFriday,ScheduleSaturday,ScheduleSunday,ScheduleEveryday,URL,GeoPolyline,MaxImpact,CurrImpact
"Tor-RDAR2025-570-2","Front St W","Front St W 79 m East of Bay St to 36 m Southwest of Yonge St","TORONTO","43.646180","-79.378200","Unknown","1","0","Other","1737737355000","1738789200000","1738677600000","1738875600000","Daily","0","","","Other","Arcadis Professional Services (Canada) Inc. (formerly Urban-X)","Other","Toronto-TMC: 22 FRONT ST W at YONGE ST to BAY ST
Permission to cut 17 test pits of dia 0.25m at Front St W.","No","Bay St","Yonge St","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","09:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.378200,43.646180],[-79.378180,43.646180],[-79.378030,43.646230],[-79.377920,43.646280],[-79.377890,43.646300],[-79.377790,43.646340],[-79.377660,43.646420],[-79.377540,43.646470],[-79.377270,43.646640]","Low","None"
"Tor-RDAR2025-828","Howland Ave","Howland Ave from Hepc to C P R","TORONTO","43.674660","-79.412260","Local Road","1","0","Other","1738682977000","1738789200000","1738760400000","1739566800000","Daily","0","","","Other","MAACKON Corporation","Other","Toronto-TMC: Steel repair to CPKC Bridge strike south bound lanes Howland Ave. south of Bridgman Ave","No","Hepc","C P R","","ONE_DIRECTION","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","08:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.412260,43.674660],[-79.412190,43.674430]","Low","None"
"Tor-RDAR2024-5109-2","Lakeshore Rd E","Lakeshore Rd E from Etobicoke Creek to Etobicoke Limit","","43.588930","-79.546410","Major Arterial Road","1","0","Utility Work","1730983780000","1738789200000","1732543200000","1751313600000","Daily","0","","","Utility Work","Region of Peel","Utility Work","Toronto-TMC: Region of Peel completing maintenance and rehabilitation of the 1500mm Sanitary Trunk Sewer which travels along the south side of Lakeshore Rd. W. across the Etobicoke Creek","No","Etobicoke Creek","Etobicoke Limit","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.546410,43.588930],[-79.546510,43.588820],[-79.547030,43.588240],[-79.547030,43.588240],[-79.547860,43.587320],[-79.547860,43.587320],[-79.548160,43.587000]","High","None"
"Tor-RDAR2025-773-1","King St W","King St W at Charlotte St","TORONTO","43.645770","-79.393600","Major Arterial Road","1","0","Utility Work","1738357178000","1738789200000","1738591200000","1743192000000","Weekdays","0","","","Utility Work","Trinity Communication Service Ltd","Utility Work","Toronto-TMC: Conduit Construction for Rogers","No","","","Charlotte St","ONE_DIRECTION","CONSTRUCTION","","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.393600,43.645770]","High","None"
"Tor-RDAR2025-579","Commissioners St","Commissioners St 27m East of Bouchette St","TORONTO","43.650780","-79.339780","Local Road","1","0","Other","1738014839000","1738789200000","1738591200000","1738962000000","Daily","0","","","Other","EllisDon Civil LTD","Other","Toronto-TMC: Powell is currently working on completing this work. I had originally allotted 4 days for completion pending scheduling, but this should only take 1 day to complete. We are waiting for a schedule of works and it is requested that this task be completed as soon as possible.

Thank you for your attention to this matter.

Adrian","No","","","Bouchette St","ONE_DIRECTION","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","09:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.339780,43.650780]","Low","None"
"Tor-RDAR2025-744","Sherbourne St","Sherbourne St 109 m North of Carlton St to 118 m North of Carlton St","TORONTO","43.664130","-79.373460","Minor Arterial Road","1","0","Utility Work","1738763937000","1738789200000","1738670400000","1738962000000","Daily","0","","","Utility Work","Powerline Plus","Utility Work","Toronto-TMC: Duct Installation","No","Carlton St","Carlton St","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.373460,43.664130],[-79.373490,43.664200]","Low","None"
"Tor-RDAR2025-489","Bain Ave","Bain Ave 28m East of Pape Ave","TORONTO","43.673020","-79.342070","Local Road","1","0","Utility Work","1738082816000","1738789200000","1738591200000","1739566800000","Daily","0","","","Utility Work","OJCR Construction LTD","Utility Work","Toronto-TMC: Sewer Disconnects","No","","","Pape Ave","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.342070,43.673020]","Low","None"
"Tor-RDAR2024-6240-3","Spadina Rd","Spadina Rd at Montclair Ave","TORONTO","43.687770","-79.412440","Local Road","1","0","Utility Work","1734102941000","1738789200000","1733925600000","1746043200000","Daily","0","","","Utility Work","Summit Concrete and Drain LTD","Utility Work","Toronto-TMC: Excavation for services installation","No","","","Montclair Ave","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.412440,43.687770]","Low","None"
"Tor-RDAR2025-471","Woodmere Crt","Woodmere Crt 84 m Southeast of end of road to 32 m West of Edenbrook Hill","ETOBICOKE","43.673610","-79.527770","Local Road","1","0","Utility Work","1737389489000","1738789200000","1737727200000","1738962000000","Weekdays","0","","","Utility Work","Entera Utility Contractors","Utility Work","Toronto-TMC: Duct Bank Installation","No","end of road","Edenbrook Hill","","BOTH_DIRECTIONS","CONSTRUCTION","","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.527770,43.673610],[-79.527120,43.673430],[-79.527040,43.673410]","Low","None"
"Tor-RDAR2025-696-1","Silver Shadow Path","Silver Shadow Path 53 m Southeast of Burnhamthorpe Rd to 53 m Southeast of Burnhamthorpe Rd","ETOBICOKE","43.640780","-79.580120","Unknown","1","0","Utility Work","1738255476000","1738789200000","1738328400000","1743451200000","Daily","0","","","Utility Work","Entera Utility Contractors","Utility Work","Toronto-TMC: 1. The project is Underground Civil Infrastructure project. The project includes Installing ducts, tap boxes, splices, vaults and transformers. 

2. Traffic plan to be executed in 12 different phases as it is shown in the traffic drawings. Each page has one phase drawing and the traffic plan will be executed one by one. Phases other than the current phase will be open without any road disruptions.

3. The location is Silver Shadow Path at Burnhamthorpe Road. Construction notices has been delivered.

4. The project will be executed by Entera Utility Contractors under the contract with Toronto Hydro.","No","Burnhamthorpe Rd","Burnhamthorpe Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.580120,43.640780],[-79.580130,43.640780],[-79.580180,43.640770],[-79.580280,43.640730],[-79.580330,43.640710],[-79.580350,43.640700],[-79.580370,43.640690],[-79.580380,43.640680],[-79.580380,43.640680],[-79.580390,43.640680],[-79.580400,43.640670],[-79.580400,43.640660]","Low","None"
"Tor-RDAR2025-696-2","Silver Shadow Path","Silver Shadow Path 53 m Southeast of Burnhamthorpe Rd to 53 m Southeast of Burnhamthorpe Rd","ETOBICOKE","43.640660","-79.580400","Unknown","1","0","Utility Work","1738255476000","1738789200000","1738328400000","1743451200000","Daily","0","","","Utility Work","Entera Utility Contractors","Utility Work","Toronto-TMC: 1. The project is Underground Civil Infrastructure project. The project includes Installing ducts, tap boxes, splices, vaults and transformers. 

2. Traffic plan to be executed in 12 different phases as it is shown in the traffic drawings. Each page has one phase drawing and the traffic plan will be executed one by one. Phases other than the current phase will be open without any road disruptions.

3. The location is Silver Shadow Path at Burnhamthorpe Road. Construction notices has been delivered.

4. The project will be executed by Entera Utility Contractors under the contract with Toronto Hydro.","No","Burnhamthorpe Rd","Burnhamthorpe Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.580400,43.640660],[-79.580400,43.640660],[-79.580410,43.640650],[-79.580410,43.640640],[-79.580420,43.640640],[-79.580420,43.640630],[-79.580420,43.640630],[-79.580420,43.640620],[-79.580430,43.640610],[-79.580430,43.640600],[-79.580430,43.640590],[-79.580430,43.640590],[-79.580420,43.640580],[-79.580420,43.640570],[-79.580420,43.640560],[-79.580410,43.640550],[-79.580410,43.640540],[-79.580400,43.640540],[-79.580400,43.640530],[-79.580390,43.640520],[-79.580380,43.640510],[-79.580380,43.640510],[-79.580040,43.640270]","Low","None"
"Tor-RDAR2025-696-3","Silver Shadow Path","Silver Shadow Path 53 m Southeast of Burnhamthorpe Rd to 53 m Southeast of Burnhamthorpe Rd","ETOBICOKE","43.640270","-79.580040","Local Road","1","0","Utility Work","1738255476000","1738789200000","1738328400000","1743451200000","Daily","0","","","Utility Work","Entera Utility Contractors","Utility Work","Toronto-TMC: 1. The project is Underground Civil Infrastructure project. The project includes Installing ducts, tap boxes, splices, vaults and transformers. 

2. Traffic plan to be executed in 12 different phases as it is shown in the traffic drawings. Each page has one phase drawing and the traffic plan will be executed one by one. Phases other than the current phase will be open without any road disruptions.

3. The location is Silver Shadow Path at Burnhamthorpe Road. Construction notices has been delivered.

4. The project will be executed by Entera Utility Contractors under the contract with Toronto Hydro.","No","Burnhamthorpe Rd","Burnhamthorpe Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.580040,43.640270],[-79.579820,43.640120],[-79.579810,43.640110],[-79.579800,43.640110],[-79.579770,43.640100],[-79.579720,43.640100],[-79.579690,43.640110],[-79.579670,43.640120],[-79.579660,43.640120],[-79.579650,43.640130],[-79.579640,43.640140],[-79.579630,43.640140],[-79.579620,43.640150],[-79.579620,43.640160],[-79.579610,43.640170],[-79.579610,43.640180],[-79.579610,43.640190],[-79.579520,43.640270]","Low","None"
"Tor-RDAR2024-6505-1","Brighton Ave","Brighton Ave 31m West of Honiton St","NORTH YORK","43.757020","-79.459920","Local Road","1","0","City of Toronto Construction","1738107967000","1738789200000","1738332000000","1740776400000","Weekdays","0","","","City of Toronto Construction","Empipe Solutions Ltd","City of Toronto Construction","Toronto-TMC: Trenchless (No Dig) Sewer Rehabilitation cleaning works under City of Toronto Contract 22TW-CTS-09CWD","No","","","Honiton St","ONE_DIRECTION","CONSTRUCTION","","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.459920,43.757020]","Low","None"
"Tor-RDAR2024-6505-2","Brighton Ave","Brighton Ave at Wilson Heights Blvd","NORTH YORK","43.756760","-79.461160","Local Road","1","0","City of Toronto Construction","1738107967000","1738789200000","1738332000000","1740776400000","Weekdays","0","","","City of Toronto Construction","Empipe Solutions Ltd","City of Toronto Construction","Toronto-TMC: Trenchless (No Dig) Sewer Rehabilitation cleaning works under City of Toronto Contract 22TW-CTS-09CWD","No","","","Wilson Heights Blvd","ONE_DIRECTION","CONSTRUCTION","","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.461160,43.756760]","Low","None"
"Tor-RDAR2025-345-1","2020 Pharmacy Ave","2020 Pharmacy Ave at Pharmacy Ave","SCARBOROUGH","43.778020","-79.318590","Minor Arterial Road","1","0","Utility Work","1737143119000","1738789200000","1737547200000","1739566800000","Daily","0","","","Utility Work","Powerline Plus","Utility Work","Toronto-TMC: Installation and removal of pole, transformer
Grounding of poles","No","","","Pharmacy Ave","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.318590,43.778020]","Low","None"
"Tor-RDAR2025-86-11","Earl Rd","Earl Rd 100m Northeast of Dorset Rd to Cathedral Bluffs Dr","SCARBOROUGH","43.722890","-79.231040","Unknown","1","0","Utility Work","1737140156000","1738789200000","1736856000000","1742068800000","Daily","0","","","Utility Work","Powerline Plus Ltd","Utility Work","Toronto-TMC: Civil work","No","Dorset Rd","Cathedral Bluffs Dr","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","07:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.231040,43.722890],[-79.231040,43.722890],[-79.231120,43.723070],[-79.231290,43.723410],[-79.231300,43.723470],[-79.231280,43.723530],[-79.231220,43.723600],[-79.231130,43.723660],[-79.230910,43.723870]","Low","None"
"Tor-RDAR2025-345-2","Pharmacy Ave","Pharmacy Ave at 2020 Pharmacy Ave","SCARBOROUGH","43.778020","-79.318590","Minor Arterial Road","1","0","Utility Work","1737143119000","1738789200000","1737547200000","1739566800000","Daily","0","","","Utility Work","Powerline Plus","Utility Work","Toronto-TMC: Installation and removal of pole, transformer
Grounding of poles","No","","","2020 Pharmacy Ave","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.318590,43.778020]","Low","None"
"Tor-RDAR2024-4351-4","George St","George St from Queen St E to Richmond St E","TORONTO","43.653960","-79.372080","Local Road","1","0","Utility Work","1729886707000","1738789200000","1730120400000","1740776400000","Daily","0","","","Utility Work","Powerline Plus Ltd","Utility Work","Toronto-TMC: Concrete Encased Duct Bank & Cap and Lag Tunnel","No","Queen St E","Richmond St E","","ONE_DIRECTION","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","09:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.372080,43.653960],[-79.371970,43.653700],[-79.371960,43.653680],[-79.371960,43.653680],[-79.371900,43.653510],[-79.371900,43.653510],[-79.371570,43.652830]","Low","None"
"Tor-RDAR2025-345-4","Farmcrest Dr","Farmcrest Dr 39 m West of Commons Dr to Commons Dr","SCARBOROUGH","43.771730","-79.318580","Unknown","1","0","Utility Work","1737143119000","1738789200000","1737547200000","1739566800000","Daily","0","","","Utility Work","Powerline Plus","Utility Work","Toronto-TMC: Installation and removal of pole, transformer
Grounding of poles","No","Commons Dr","Commons Dr","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.318580,43.771730],[-79.318580,43.771730],[-79.318550,43.771740],[-79.318510,43.771740],[-79.318480,43.771750],[-79.318440,43.771760],[-79.318400,43.771770],[-79.318370,43.771780],[-79.318330,43.771780],[-79.318300,43.771790],[-79.318260,43.771800],[-79.318230,43.771810],[-79.318190,43.771820],[-79.318120,43.771830]","Low","None"
"Tor-RDAR2025-345-5","Farmcrest Dr","Farmcrest Dr 58 m Northeast of Pharmacy Ave to 66 m Northeast of Pharmacy Ave","SCARBOROUGH","43.772960","-79.315350","Unknown","1","0","Utility Work","1737143119000","1738789200000","1737547200000","1739566800000","Daily","0","","","Utility Work","Powerline Plus","Utility Work","Toronto-TMC: Installation and removal of pole, transformer
Grounding of poles","No","Pharmacy Ave","Pharmacy Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.315350,43.772960],[-79.315340,43.772960],[-79.315320,43.772980],[-79.315290,43.773000],[-79.315280,43.773010]","Low","None"
"Tor-RDAR2025-345-3","Meadowacres Dr","Meadowacres Dr 67 m South of Farmcrest Dr to 95 m Southeast of Farmcrest Dr","SCARBOROUGH","43.770830","-79.319700","Local Road","1","0","Utility Work","1737143119000","1738789200000","1737547200000","1739566800000","Daily","0","","","Utility Work","Powerline Plus","Utility Work","Toronto-TMC: Installation and removal of pole, transformer
Grounding of poles","No","Farmcrest Dr","Farmcrest Dr","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.319700,43.770830],[-79.319690,43.770810],[-79.319680,43.770790],[-79.319670,43.770760],[-79.319660,43.770740],[-79.319640,43.770710],[-79.319620,43.770690],[-79.319600,43.770670],[-79.319570,43.770650],[-79.319530,43.770640],[-79.319490,43.770640],[-79.319460,43.770640],[-79.319430,43.770640]","Low","None"
"Tor-RDAR2025-696-5","Silver Shadow Path","Silver Shadow Path 32 m Southwest of Elmcrest Creek Trl to Elmcrest Creek Trl","ETOBICOKE","43.640770","-79.579030","Local Road","1","0","Utility Work","1738255476000","1738789200000","1738328400000","1743451200000","Daily","0","","","Utility Work","Entera Utility Contractors","Utility Work","Toronto-TMC: 1. The project is Underground Civil Infrastructure project. The project includes Installing ducts, tap boxes, splices, vaults and transformers. 

2. Traffic plan to be executed in 12 different phases as it is shown in the traffic drawings. Each page has one phase drawing and the traffic plan will be executed one by one. Phases other than the current phase will be open without any road disruptions.

3. The location is Silver Shadow Path at Burnhamthorpe Road. Construction notices has been delivered.

4. The project will be executed by Entera Utility Contractors under the contract with Toronto Hydro.","No","Elmcrest Creek Trl","Elmcrest Creek Trl","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.579030,43.640770],[-79.578930,43.640870],[-79.578910,43.640880],[-79.578890,43.640890],[-79.578870,43.640900],[-79.578850,43.640920],[-79.578840,43.640930],[-79.578830,43.640940],[-79.578830,43.640950],[-79.578820,43.640960],[-79.578820,43.640970],[-79.578820,43.640970],[-79.578810,43.640980],[-79.578810,43.641000],[-79.578810,43.641000],[-79.578810,43.641010],[-79.578820,43.641020]","Low","None"
"Tor-RDAR2025-696-6","Silver Shadow Path","Silver Shadow Path from Elmcrest Creek Trl to Elmcrest Creek Trl","ETOBICOKE","43.641020","-79.578820","Local Road","1","0","Utility Work","1738255476000","1738789200000","1738328400000","1743451200000","Daily","0","","","Utility Work","Entera Utility Contractors","Utility Work","Toronto-TMC: 1. The project is Underground Civil Infrastructure project. The project includes Installing ducts, tap boxes, splices, vaults and transformers. 

2. Traffic plan to be executed in 12 different phases as it is shown in the traffic drawings. Each page has one phase drawing and the traffic plan will be executed one by one. Phases other than the current phase will be open without any road disruptions.

3. The location is Silver Shadow Path at Burnhamthorpe Road. Construction notices has been delivered.

4. The project will be executed by Entera Utility Contractors under the contract with Toronto Hydro.","No","Elmcrest Creek Trl","Elmcrest Creek Trl","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.578820,43.641020],[-79.578820,43.641030],[-79.578820,43.641040],[-79.578820,43.641050],[-79.578830,43.641050],[-79.578830,43.641060],[-79.578850,43.641080],[-79.578880,43.641100],[-79.578910,43.641120],[-79.578950,43.641140],[-79.578980,43.641170],[-79.579010,43.641190],[-79.579040,43.641210],[-79.579040,43.641210],[-79.579040,43.641220],[-79.579210,43.641450]","Low","None"
"Tor-RDAR2025-696-4","Silver Shadow Path","Silver Shadow Path 53 m Southeast of Burnhamthorpe Rd to 32 m Southwest of Elmcrest Creek Trl","ETOBICOKE","43.640270","-79.579520","Local Road","1","0","Utility Work","1738255476000","1738789200000","1738328400000","1743451200000","Daily","0","","","Utility Work","Entera Utility Contractors","Utility Work","Toronto-TMC: 1. The project is Underground Civil Infrastructure project. The project includes Installing ducts, tap boxes, splices, vaults and transformers. 

2. Traffic plan to be executed in 12 different phases as it is shown in the traffic drawings. Each page has one phase drawing and the traffic plan will be executed one by one. Phases other than the current phase will be open without any road disruptions.

3. The location is Silver Shadow Path at Burnhamthorpe Road. Construction notices has been delivered.

4. The project will be executed by Entera Utility Contractors under the contract with Toronto Hydro.","No","Burnhamthorpe Rd","Elmcrest Creek Trl","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.579520,43.640270],[-79.579160,43.640640],[-79.579030,43.640770]","Low","None"
"Tor-RDAR2025-756","Marina Ave","Marina Ave 27 m East of Thirty Fifth St to 38 m East of Thirty Fifth St","ETOBICOKE","43.593070","-79.534830","Local Road","1","0","Utility Work","1738761588000","1738789200000","1738591200000","1739826000000","Daily","0","","","Utility Work","Entera Utility Contractors","Utility Work","Toronto-TMC: Duct Bank Installation","No","Thirty Fifth St","Thirty Fifth St","","ONE_DIRECTION","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","09:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.534830,43.593070],[-79.534710,43.593100]","Low","None"
"Tor-RDAR2025-345-6","Nobert Rd","Nobert Rd 61 m North of Farmcrest Dr to 48 m North of Farmcrest Dr","SCARBOROUGH","43.772110","-79.319460","Local Road","1","0","Utility Work","1737143119000","1738789200000","1737547200000","1739566800000","Daily","0","","","Utility Work","Powerline Plus","Utility Work","Toronto-TMC: Installation and removal of pole, transformer
Grounding of poles","No","Farmcrest Dr","Farmcrest Dr","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.319460,43.772110],[-79.319460,43.772100],[-79.319440,43.772070],[-79.319430,43.772050],[-79.319420,43.772020],[-79.319410,43.772000],[-79.319410,43.771990]","Low","None"
"Tor-RDAR2025-705-3","Ridgemoor Ave","Ridgemoor Ave at Pell Street Lane","SCARBOROUGH","43.705990","-79.250290","Local Road","1","0","Utility Work","1738585505000","1738789200000","1738591200000","1739566800000","Daily","0","","","Utility Work","Capital Sewer","Utility Work","Toronto-TMC: Sewer Rehab - EPR","No","","","Pell Street Lane","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.250290,43.705990]","Low","None"
"Tor-RDAR2025-345-19","Highhill Dr","Highhill Dr 42 m West of Abbotsfield Gt to 53 m West of Abbotsfield Gt","SCARBOROUGH","43.776170","-79.314880","Local Road","1","0","Utility Work","1737143119000","1738789200000","1737547200000","1739566800000","Daily","0","","","Utility Work","Powerline Plus","Utility Work","Toronto-TMC: Installation and removal of pole, transformer
Grounding of poles","No","Abbotsfield Gt","Abbotsfield Gt","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.314880,43.776170],[-79.314990,43.776150],[-79.315020,43.776150]","Low","None"
"Tor-RDAR2025-780-1","Leslie St","Leslie St at Memory Lane to 26 m North of Memory Lane","TORONTO","43.662710","-79.329970","Minor Arterial Road","1","0","Utility Work","1738685865000","1738789200000","1738764000000","1738962000000","Daily","0","","","Utility Work","Powerline Plus","Utility Work","Toronto-TMC: Test Pits","No","Memory Lane","Memory Lane","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.329970,43.662710],[-79.330080,43.662930]","Low","None"
"Tor-RDAR2025-780-2","Leslie St","Leslie St at Memory Lane to 26 m North of Memory Lane","TORONTO","43.662710","-79.329970","Minor Arterial Road","1","0","Utility Work","1738685865000","1738789200000","1738764000000","1738962000000","Daily","0","","","Utility Work","Powerline Plus","Utility Work","Toronto-TMC: Test Pits","No","Memory Lane","Memory Lane","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.329970,43.662710],[-79.330080,43.662930]","Low","None"
"Tor-RDAR2025-705-4","Pell Street Lane","Pell Street Lane at Ridgemoor Ave","SCARBOROUGH","43.705990","-79.250290","Local Road","1","0","Utility Work","1738585505000","1738789200000","1738591200000","1739566800000","Daily","0","","","Utility Work","Capital Sewer","Utility Work","Toronto-TMC: Sewer Rehab - EPR","No","","","Ridgemoor Ave","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.250290,43.705990]","Low","None"
"Tor-RDAR2025-224-1","The East Mall","The East Mall 74m West of Bloor St W","ETOBICOKE","43.637310","-79.557470","Minor Arterial Road","1","0","City of Toronto Construction","1736777684000","1738789200000","1737381600000","1741381200000","Daily","0","","","City of Toronto Construction","Rabcon Contractors Ltd","City of Toronto Construction","Toronto-TMC: The East Mall - Installation of  5 x new water services on The East Mall  - duration of work 5 days +/-. (Jan 20 - 24, 2025)
  
Gibbs Rd - Installation of new water and sewer main, and sewer services - Road closure from encroachment of 427 Ramp to The East Mall.
Encroachment permit attached .  Driveway access will be maintained when required to do so.
PVMS signs installed - Monday Jan 13, 2025.  Language and placement of signs as per Nader
Duration of Work: 3 weeks +/- (JAN 27 - FEB 28, 2025)","No","","","Bloor St W","ONE_DIRECTION","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","09:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.557470,43.637310]","Low","None"
"Tor-RDAR2025-224-2","Gibbs Rd","Gibbs Rd at The East Mall","ETOBICOKE","43.638330","-79.557220","Local Road","1","0","City of Toronto Construction","1736777684000","1738789200000","1737381600000","1741381200000","Daily","0","","","City of Toronto Construction","Rabcon Contractors Ltd","City of Toronto Construction","Toronto-TMC: The East Mall - Installation of  5 x new water services on The East Mall  - duration of work 5 days +/-. (Jan 20 - 24, 2025)
  
Gibbs Rd - Installation of new water and sewer main, and sewer services - Road closure from encroachment of 427 Ramp to The East Mall.
Encroachment permit attached .  Driveway access will be maintained when required to do so.
PVMS signs installed - Monday Jan 13, 2025.  Language and placement of signs as per Nader
Duration of Work: 3 weeks +/- (JAN 27 - FEB 28, 2025)","No","","","The East Mall","ONE_DIRECTION","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","09:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.557220,43.638330]","Low","None"
"Tor-RDAR2025-91-1","Kingston Rd","Kingston Rd at Raspberry Rd","SCARBOROUGH","43.801440","-79.142260","Major Arterial Road","1","0","Utility Work","1736775374000","1738789200000","1737554400000","1738962000000","Daily","0","","","Utility Work","CAP Utilities","Utility Work","Toronto-TMC: place conduit for new condo, on behalf of Rogers.","No","","","Raspberry Rd","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.142260,43.801440]","High","None"
